x,y,sim1,sim2,sim3,sim4,sim5
4.875,2.25,1.368998766,1.156110883,1.068078876,0.772641301,1.212185621
5.625,9.25,1.011363745,0.955841482,1.306683779,1.059619069,0.909405649
4.625,3.75,1.263420105,1.153275609,1.166038752,0.897565126,1.002848268
0.125,6.125,0.969189882,0.823721826,1.243787527,0.731649339,0.988002539
9.75,5.5,0.964427352,0.640402734,1.163104534,0.999039054,1.197285533
0.625,6.5,0.871679544,1.041096091,1.251766324,0.699917257,0.886586726
9.375,6.875,0.917286098,0.841577828,1.106156826,1.049294829,1.185867429
0.75,4.5,1.216170907,0.864027679,1.081274629,0.94720751,1.054531693
4.625,5.875,1.060599208,1.077781081,1.198624849,0.82395643,0.84457469
7.25,2.875,1.105178118,0.714039803,1.254845381,0.805334508,1.201167583
5.875,9.875,0.988955021,0.999433219,1.235796332,1.029654622,0.840453863
2.5,4.5,1.045761466,1.315327406,0.889271855,0.818318367,1.043546915
9.75,3.75,1.032042503,1.563700199,1.223813057,0.971320629,1.335891604
5.875,5.375,1.190016747,0.941914618,1.270136714,0.889031529,1.086756825
1.375,8.875,0.700439394,0.9789325,1.036263704,0.988154471,0.674536705
3,8.625,0.844819427,0.916649997,0.859473586,0.972943723,0.824853539
6.75,3.875,1.224414587,1.06174612,1.190513253,0.969437063,1.14017427
4.5,0.25,1.229441762,0.601902604,1.239380956,0.84015888,1.282777786
4.875,7.625,1.147453547,0.878457725,1.158869505,1.030451894,0.87781024
7.125,8.875,0.904429376,1.148911476,1.299655318,1.047526717,1.12005651
0.5,5.5,1.00486064,1.368565798,1.248855591,0.910269201,0.929303646
4.5,10,0.917220652,0.9327088,1.143004775,1.126429319,0.82495451
6.625,5.25,1.124426961,1.067723393,1.274230123,1.00710535,1.249026179
6,2.625,1.208966374,1.111305237,1.35090816,0.789535046,1.25965333
9,3.125,1.05783093,1.194239259,1.131331682,0.978543639,1.226456761
3.25,0.625,1.236697555,0.174749047,0.971548736,0.857720852,1.199064136
2.375,2.375,1.132873654,1.111996055,0.905196846,0.937219858,1.06544435
6.5,2.375,1.168635607,1.208479404,1.352415085,0.791482449,1.207672954
5.125,1.75,1.283068538,1.71313262,1.068416476,0.828288555,1.232433677
4.25,0.875,1.222255826,1.150520921,1.149250388,0.87038815,1.307554364
8.25,9.75,0.998088717,0.602568448,1.218719602,1.076069593,1.127141953
1,1.25,1.113648295,1.33484304,0.953630388,0.956863761,0.915926456
1.25,7.5,0.699772477,1.093928814,1.114344716,0.91144228,0.906677485
6.5,2.75,1.139401317,1.199442506,1.240483522,0.885172784,1.192455292
3.75,4.5,1.178046346,0.685873687,1.09896183,0.719877601,1.120823741
7.625,0.75,1.181841373,1.639502764,1.123276114,0.917884469,1.309388161
4.5,3.875,1.242361188,1.032470345,1.090295434,0.90270555,1.029206395
4,5,1.147763371,0.795715332,1.151935816,0.704856694,1.101319909
5.375,4.75,1.177528381,1.330446482,1.312132955,0.83286202,1.076188445
3.375,6.5,0.950638831,0.845567405,1.023429871,0.809543192,0.944010377
8,8.5,0.985447288,0.999168277,1.141702056,1.087445498,1.030938745
3.75,9,0.757711291,0.569221914,1.010299206,1.238168955,0.898666024
2.125,1.125,1.098209977,0.858041465,0.920589149,0.863385737,1.058228731
5.25,1.375,1.235183001,1.51282227,1.084516406,0.897117198,1.351633549
9,6.125,0.913757145,1.059796572,1.016734004,1.003044844,1.235850453
6.125,6.875,0.89910692,0.997312903,1.300974607,1.059197664,0.989166558
1.25,5.5,1.005818009,0.654133201,1.212873459,0.714599609,0.961943567
6,2.125,1.31396544,0.866886079,1.337807178,0.850941777,1.206141233
2.5,3.125,1.171088219,1.253390551,0.983617663,0.897486806,1.155287862
1.875,1,1.053172946,0.776640654,0.892702281,0.904673338,1.107990265
6.75,6.375,1.021844864,1.102163672,1.158627152,1.079192996,1.12248075
9.5,1.25,1.118636847,0.635056853,0.992349923,0.956657648,1.259028196
1.875,6.625,0.89413029,1.080686688,1.07394588,0.692279279,0.872002125
8,0.625,1.155697107,1.4266572,1.068122625,0.957799792,1.239184141
4.25,5.25,1.133331537,0.963862896,1.159015298,0.842197418,1.015931964
0.375,10,0.917757273,1.261704922,1.142574668,0.921929479,0.70755291
7.125,6.75,1.049962044,0.417795151,1.1683954,1.002473354,1.060446978
2.125,9.5,0.710592866,1.350869894,1.032580495,1.063525915,0.701280773
2,8.875,0.722085416,1.468595982,0.97402662,0.99906379,0.70114392
4.25,8.25,0.949728251,0.894780397,1.155906558,1.059556723,0.985893905
2,2.125,1.033225775,1.05910933,0.876504123,0.944788635,1.082154512
1.75,5.375,1.013232112,1.018661857,1.194941878,0.711251676,1.01902771
9.875,1.875,0.989983559,1.468514085,1.122487187,0.951730609,1.267331958
6.125,8,0.902492821,1.079331636,1.33766818,1.125075459,0.925918877
8.75,4.5,0.977512598,1.438462257,1.085007668,0.9937163,1.294874668
4.5,4.375,1.160451889,0.773284018,1.124433756,0.810477138,1.07587564
7.125,8,0.931937814,1.060989618,1.290956616,1.007355213,0.971790731
9.5,7.5,0.966914475,1.27908349,1.261252522,1.002758384,1.202097893
3.375,2.125,1.339345336,0.667297423,1.016053677,0.772602141,1.078625679
1.5,4.875,1.016509652,0.622261345,1.119474411,0.832003832,1.099059343
0.125,5.125,1.023809433,1.236887097,1.143144488,0.86081934,0.881205559
7.625,0.125,1.215367675,1.274099469,1.100859761,0.814313293,1.183125496
7,8.875,0.933229148,0.887559891,1.299392343,1.049347878,1.132130504
0.875,6.875,0.759766042,0.840238214,1.186940432,0.796836972,0.809504926
5.5,5.875,1.006552815,0.993314743,1.278735757,0.862493455,0.977828383
2.875,3,1.231153846,1.235094428,1.024714589,0.766022682,1.191174865
6.375,4.125,1.191753507,1.157408714,1.201120257,0.982878804,1.200848699
6.75,1.25,1.224049449,0.978715897,1.206825852,0.866711736,1.287055612
6.875,5.25,1.123577237,1.131507516,1.305888772,0.967294633,1.287336469
0,4.875,1.087181687,1.041547775,1.116732717,0.971790731,0.927304149
6.75,4.5,1.155605674,1.067829251,1.254655004,1.099082589,1.255768061
1.625,4.25,1.11862421,0.374887168,1.027976632,0.835128546,1.099552631
1.625,1.125,1.06133461,1.170047164,0.867991209,0.881512582,1.07429409
1,0.375,1.111522198,1.33313489,0.987962842,0.877678633,1.07320416
4.875,9.625,0.865651011,1.038446188,1.165744662,1.145723581,0.722893
10,5.625,0.972518027,0.785580635,1.192760229,1.064719796,1.155898333
2.25,4.125,1.080628157,1.106008291,0.931311965,0.8368541,0.975047469
1.125,3.125,1.114252448,0.957655489,1.055076361,0.863114536,1.139650106
9.875,1.25,1.148262382,1.093328118,1.082690597,0.95472157,1.332034349
1.75,2.25,1.036378264,1.417482734,0.865544677,0.896236181,1.011916876
9.75,9.125,0.981958807,0.955806613,1.156045437,1.061119199,1.02612102
2.75,2.25,1.141621947,1.091186285,0.904061794,0.832299769,1.079435706
6.25,9.125,0.993242562,0.797395527,1.333948612,1.127361178,1.017955422
4.375,4.375,1.160129309,0.655419946,1.103614569,0.794878423,1.099812627
0.625,1,1.049680233,1.134109735,1.092096448,0.983636975,0.982457161
3.625,7,0.918881714,0.198339492,1.032520771,0.811013997,0.911226988
2.375,4.625,1.023809433,0.749737561,0.96377027,0.856827497,1.00662756
5.75,3.5,1.191377044,1.049032211,1.131142139,0.850643337,1.057065368
3.25,3.375,1.286203504,1.786986828,1.021960378,0.872979999,1.050676584
6.5,8,0.87924242,1.109641194,1.333701253,1.071741104,1.029527903
4.125,6,1.008287072,0.905074537,1.099234462,0.896656394,0.921189785
8.125,3.625,1.024643302,0.917939425,1.271693707,0.944716513,1.260233164
5.125,1.5,1.269521594,1.987029314,1.049399257,0.907882988,1.289252043
4.875,1.875,1.389755249,1.852979779,1.01364243,0.743517458,1.198432446
6.5,5.625,1.10180819,0.912185848,1.244368076,0.952487826,1.192982197
3.125,5.875,1.043527603,0.79639405,1.140354037,0.766281128,1.023759604
0,5.625,0.99556917,0.967564285,1.191022754,0.813767731,0.894736111
8.375,9,1.032029152,1.279555559,1.156050324,1.109173894,1.049176931
4.5,0,1.232778549,0.527343094,1.236364245,0.77370429,1.192314148
3.5,8.5,0.904975653,0.867498875,0.935009539,1.061852932,0.901829123
1.875,9.75,0.687957227,1.280163646,0.997556806,1.016899705,0.643149137
6.25,0.625,1.179337382,1.083775759,1.3521626,1.062407732,1.365235209
8.375,7,0.963835001,1.159414768,1.138509154,1.057356358,1.128254056
8.625,5,1.063908935,0.772877038,1.064377785,1.024898291,1.2621454
8.25,7.125,0.961015582,1.370250583,1.18215239,1.000681996,1.112076163
2,1.125,1.086540461,0.597247005,0.914752305,0.891559243,1.077020168
7.875,5.5,1.06156528,1.358031034,1.134706855,1.017850518,1.262165785
3.375,5.625,1.035103798,0.783198774,1.224241853,0.763769031,1.020187378
5,3.75,1.266774654,1.193729877,1.21400857,0.886485875,0.951503217
8.625,4.125,0.827438295,1.580870271,1.238195419,1.041702271,1.339884877
3.25,4.25,1.136972547,1.480930328,0.966679454,0.764027119,1.006693244
6.75,0.5,1.18508482,1.214954734,1.210343361,0.980412841,1.2857939
6.25,5.625,1.172525048,0.983681083,1.243604422,0.972112715,1.167546511
0.375,3.625,1.079114795,0.889557004,1.099358797,0.963995993,0.988689125
8.375,2,1.138404846,0.75860852,1.171833515,0.991449475,1.21941483
6.5,0.75,1.292788744,1.725376129,1.24798286,0.959428072,1.291513562
0.625,4.75,1.162217855,1.0981462,1.115124464,0.926078022,0.947195292
0.25,0.625,1.139412642,1.249509573,1.083526254,0.824694157,0.945931017
4.375,4.75,0.979895771,0.728099048,1.13995707,0.81188792,1.080489635
10,7.375,0.84787482,1.447064638,1.403165698,1.066494703,1.137762666
7.5,4.75,1.055084109,1.075848222,1.128368378,1.00660789,1.217747808
6.625,7,0.986348808,0.689870477,1.231580615,0.9876737,1.077954531
8.875,8.75,1.047907829,1.140504122,1.144120574,1.076598167,0.977110624
9.875,0.25,1.122106552,0.808703601,1.012086511,0.958982348,1.333989024
5,0.5,1.199898958,1.217229247,1.303337097,0.967036963,1.275849104
2.125,6.5,0.909870207,0.984279096,1.038056135,0.73488003,0.835784554
9.625,1.125,1.184375882,0.521585643,0.989080191,1.013482451,1.255833864
7.5,5.375,1.057176352,1.330196261,1.193434477,1.039193511,1.250005603
8.375,4.25,0.95147419,1.098941565,1.209607363,1.085332751,1.318292856
2.5,4,1.050483823,1.011174917,0.924448431,0.870924056,1.069707513
9.125,1.125,1.215917706,0.778260708,0.988319576,0.929581702,1.310196519
9.375,3,0.932276547,1.099788904,1.157794237,0.950978458,1.252874613
1.625,7.25,0.733697832,1.022030354,1.041519403,0.83326304,0.882116675
8.625,3.375,1.060216308,1.124085426,1.231030107,1.003863573,1.241026759
1.75,8.625,0.714631557,1.587529302,0.991356671,0.912130594,0.702139914
8.625,8.75,1.015699625,1.072481394,1.195841193,1.094088435,0.924496591
4.875,2.5,1.279229403,1.173993349,1.124981403,0.677357912,1.227297187
0.875,4.75,1.064404964,0.919217885,1.136815071,0.892829478,1.0810076
2.375,6.25,0.885445833,1.143935084,1.063788533,0.629252911,0.955138564
3,7.25,0.892553389,0.462212265,0.937899649,0.80293715,0.828755856
5,8.625,1.051503658,0.407343954,1.227389812,1.193252921,0.906744719
8.375,1.75,1.164154649,0.8533867,1.154650211,0.96138376,1.286418915
6.375,1.375,1.316189289,1.588135719,1.34653151,0.874858737,1.333916664
4.375,2,1.390348792,1.626168966,1.098983407,0.788011134,1.23454082
4,0.25,1.246643186,1.250601411,1.037960291,0.825867355,1.378650546
1.75,8.5,0.741091013,1.181045055,0.999608099,0.929026127,0.779665947
4.875,3.875,1.26979363,1.34337008,1.190214634,0.872642577,1.002113461
4.375,0,1.282714963,0.532988727,1.150687575,0.778867126,1.239413857
1.25,5.625,1.079274535,0.874980986,1.169039965,0.723709345,0.952345252
7.625,2.375,1.118075132,1.208569407,1.268580317,0.818148851,1.25777328
4,0.875,1.260357976,1.290619612,1.109522462,0.839982808,1.267869473
2.25,4,1.053757429,0.866072237,0.89551717,0.828181386,1.016095996
2.125,3.25,1.106693149,1.125659943,1.096921086,0.809564531,1.171854019
1.875,2.75,1.092599154,1.18283844,1.051464677,0.903601408,1.170922518
1.125,1.875,1.050798774,0.930487037,0.95687741,0.93979454,1.035516262
4.25,2.75,1.324337006,0.990795076,1.145122051,0.825788796,1.041735411
1,5.125,1.023530841,1.214124441,1.175491691,0.84308517,0.989358187
0.5,9.125,0.751998961,0.945514619,1.092790723,0.897552252,0.733837485
4.375,9.75,0.852366924,0.927430749,1.070115924,1.150542259,0.828998983
3.5,9.875,0.766058326,0.609999895,1.029290438,1.08179152,0.872130632
1.125,8.125,0.755384445,0.506602645,1.112478495,0.940488696,0.79178828
9,8.375,1.064377189,1.258559704,1.181818247,1.104717135,1.087904453
0.25,7.875,0.7719028,0.765724123,1.215388775,0.74282223,0.770045519
5.625,0.75,1.177277446,1.077030063,1.333221555,0.989892304,1.329653502
6.625,4.25,1.200320244,1.090562463,1.171660662,1.040142536,1.263361216
1.25,5.125,0.971491933,1.057317615,1.198561788,0.81938839,1.032356858
6.5,6,1.006134272,1.075984359,1.240756392,1.06142962,1.147496462
9.125,4.75,0.961981356,1.239833593,1.067012072,0.90863663,1.3281039
7.125,7.375,0.822287321,1.213443279,1.159143806,0.936301351,1.077998042
9.25,9.5,1.00691545,1.113674402,1.104678392,1.048067927,1.053711295
1.625,4.375,1.096785545,0.402865052,1.081361651,0.857219219,1.056223512
4.625,4.375,1.15874207,0.782980382,1.124436259,0.87027663,1.053844452
8.75,7.125,0.974840462,1.465081334,1.155130982,1.048389077,1.1656847
3.125,1.375,1.256783128,0.985684812,0.997410297,0.922892272,1.162490726
3.375,5.25,1.040828466,0.693009913,1.147697926,0.700507045,1.058929086
7.75,1.75,1.235537171,1.015195012,1.171081305,0.936282456,1.307637811
9.625,0.875,1.118530273,0.58589679,1.0045892,1.04353714,1.27011466
0.125,0.625,1.156866193,0.863107502,1.104712725,0.81276232,0.908067167
9.5,0,1.110719442,0.906143129,1.05495584,0.924874306,1.364374042
2.875,8.625,0.852471471,0.930241287,0.913155973,0.937218666,0.839933157
5,4.625,1.217201233,1.332816839,1.182197332,0.897510648,1.144081354
10,2.5,0.903298795,1.03295517,1.213497162,0.934468925,1.29676199
0.625,6.875,0.803587019,1.006043553,1.152433395,0.855570555,0.842656076
6.875,2.5,1.154174566,0.78056246,1.25418067,0.839137137,1.20808816
3.125,7,0.937251806,0.463393241,0.975401938,0.79343909,0.841067731
6.875,8.5,0.940982163,0.78848362,1.286194563,1.049735546,1.036427736
9,8.5,1.093446732,1.033984542,1.15778482,1.083554626,1.048837304
2.125,8.125,0.733334303,1.115171909,1.03476882,0.876098514,0.844891667
6.75,4.875,1.045111299,1.341299772,1.273573995,1.041931987,1.342761874
8.875,5.875,0.94640857,0.86111182,1.066423893,1.007213235,1.301415205
4.625,5.25,1.149154425,1.124284983,1.195072532,0.761713684,1.004674196
2.875,2.5,1.167941689,0.91369313,0.896605492,0.884369612,1.112787724
1.5,7.75,0.691902697,0.81568557,1.066896558,0.923501551,0.87019819
5.75,1.625,1.297049165,1.467111588,1.265304208,0.884248853,1.247659206
2.375,8.75,0.766261935,1.135975361,0.993210733,0.993812621,0.782167137
8.875,1,1.261025667,1.101624012,0.961046517,0.936992466,1.324037671
5.875,5.125,1.157098651,0.79880178,1.322811246,0.869621873,1.080793977
9.875,3,0.925996184,1.002375722,1.171105027,0.99296236,1.247484684
2.5,2.25,1.119138718,1.060801744,0.877498448,0.899971604,1.034989834
2.125,6.375,0.917934358,0.902393758,1.080113292,0.658251882,0.890039504
4.625,6.625,1.035564661,0.993289232,1.24006319,0.937225938,0.885310292
4.875,8.25,1.095917106,1.00941658,1.217384338,1.147848964,0.930008233
4.5,7.25,1.003069162,1.014694452,1.172937632,0.967645824,0.852761209
8,0.375,1.095548868,1.722030759,1.128486156,0.895147324,1.227844119
2.375,4.375,1.028609633,0.993336797,0.87685591,0.830069482,1.122390151
8.125,0.625,1.119821191,1.151234984,1.020291805,0.955844641,1.197002411
2.75,0,1.192289829,0.223587736,0.849662662,0.749176025,1.126789689
5,1,1.211894393,1.253751874,1.086891174,0.908697307,1.381393909
8.75,9.375,1.036370039,1.187986016,1.1051085,1.058545947,1.069349051
4.75,1.375,1.288811088,1.446667314,1.07137394,0.872336924,1.386180639
4.5,9.75,0.884722412,0.985427618,1.104660988,1.151476741,0.808563888
3.625,0.75,1.155850768,0.706740081,0.965328813,0.821438491,1.269125223
9.125,6.125,0.912688732,0.822100759,1.087640285,1.005202413,1.278598666
3,0.875,1.236195922,0.58864212,0.906759858,0.85718143,1.118306518
1.75,9.625,0.776943922,0.87906903,1.044990301,1.026995182,0.686905622
5.75,3.25,1.148598194,0.89613837,1.131060004,0.814965367,1.101114273
4.125,3.5,1.333892226,0.771755457,1.05966723,0.766954362,0.965005815
8.875,1.875,1.104612231,1.330865741,1.101335406,1.041069865,1.215683579
1.375,7.75,0.706220806,1.340876341,1.075573564,0.9319731,0.895233631
2.375,0.625,1.206325769,0.958288908,0.967691958,0.811116695,1.103675008
7.125,4.875,1.066346288,1.221150637,1.22727704,1.058605671,1.324423909
6.25,2.5,1.178582788,1.409059048,1.292518258,0.784546673,1.297100902
1.625,4.125,1.137685061,0.873921633,1.038498998,0.87939769,1.028981686
0.5,8,0.710700333,0.862332165,1.182721019,0.766304255,0.768117189
4.125,9.75,0.856456518,0.789605856,1.084225774,1.137935162,0.861667454
3.5,7.125,0.908473134,0.315887362,0.982171774,0.888266861,0.952325881
8.75,5.625,0.944813192,1.001254678,1.082941651,1.032543778,1.280735612
2.25,7.25,0.823196828,0.752854943,1.065238833,0.811889589,0.787778974
1.25,4.75,1.037095666,0.954696476,1.133172035,0.880220711,1.116518021
0,2.875,1.004898667,0.743210018,1.125845194,0.902004838,1.087106705
8.75,3.75,0.923924804,1.589045763,1.279168963,1.014467001,1.36817503
7.125,3.875,1.114504218,1.215036392,1.191330194,0.956665516,1.220750093
4.125,0.25,1.234446287,1.177344918,1.08813715,0.841717839,1.356439829
9.375,6.75,0.904443502,0.526899815,1.112900853,1.040702224,1.237930059
1.375,5.5,1.036857963,0.632982969,1.245131016,0.728606105,0.974076092
5.25,7.625,1.054527044,0.563671172,1.207291842,1.021311998,0.84603709
4.625,8.5,1.02763319,1.049824357,1.155206203,1.114843249,0.988058448
7.75,7.375,0.901268363,1.215112805,1.211679935,0.949666202,0.999051034
4.625,3.875,1.216553807,1.225234151,1.134013414,0.878831625,1.022177696
2.875,1.375,1.280682087,0.997296691,0.907234013,0.916396976,1.047100067
4.125,1.25,1.243222356,1.427366138,1.106951594,0.8406654,1.252868056
2,0.75,1.100076556,1.127744794,0.915991366,0.867212296,1.142291665
3.25,4.875,1.107589722,0.766131938,1.126609683,0.749143124,1.051094413
1.875,4.125,1.139434695,1.183440208,1.00045085,0.804781854,1.02760148
8.125,1.5,1.201094747,0.664445162,1.080264688,0.898095131,1.358235478
9.25,1.25,1.201415181,0.628562987,1.036872387,0.971519709,1.290431857
1.125,5.25,0.996541083,1.031789899,1.206058741,0.813354909,1.015970826
8.625,6.75,1.004049659,1.170907259,1.113535523,1.027624726,1.164182067
1.125,4.75,1.061614156,1.033706784,1.125343084,0.872333288,1.10385716
5,6.5,0.950492859,1.291355252,1.273754597,0.843207359,0.854429483
6.5,7.875,0.860700727,1.100761533,1.315712333,1.040966868,0.992008686
5.75,7,0.90766573,1.126141906,1.344288111,1.055192947,0.868241131
3.125,8.5,0.790853977,0.684045374,0.901544094,0.963785768,0.92927134
8.625,7.875,0.997724652,1.017900467,1.148892045,1.039233685,1.132991076
5.25,1.5,1.20719111,1.890328526,1.071557164,0.849008918,1.299403429
5.625,3.875,1.223088622,1.286344171,1.156434774,0.85552758,0.995216608
9.625,6.375,0.920416415,0.66977036,1.126017213,1.091028452,1.177461147
1.375,6.75,0.895241141,0.955296278,1.117699385,0.703234911,0.762891054
7,5.375,1.073673725,1.246648669,1.242614985,0.931681812,1.241666913
5.375,0.75,1.084788918,0.925482333,1.20758307,0.895071328,1.344505906
5.5,8.625,0.969206154,0.563519955,1.269683361,1.051709771,0.909404457
8.375,2.5,1.083498716,1.107710719,1.224557281,0.976167679,1.233291388
9.625,10,0.980339348,1.098085284,1.140109777,1.110459208,1.048308611
6.625,6.375,1.007278085,0.90276736,1.17531085,1.05111742,1.12384212
7.5,3,1.039070845,0.913530231,1.187448144,0.873155475,1.228699684
0.25,8.625,0.789110899,1.244334221,1.141217232,0.884232819,0.651392937
6.625,2.375,1.209838748,1.250867009,1.324557185,0.787717164,1.174265981
3.125,2,1.226470351,0.789774954,0.896975517,0.746305585,1.033703327
2.5,0.875,1.236049175,0.883499026,0.970187902,0.843626618,1.083374262
5.875,5.25,1.183420658,0.805058777,1.285543919,0.890928566,1.054079413
0,7.375,0.90215677,0.865544915,1.21602118,0.757973373,0.82983923
5.375,7.875,1.008076668,1.245112896,1.301433682,1.112063766,0.904673934
1,4.375,1.224059582,0.699165702,1.073536992,0.938879609,1.044282436
7.625,1.875,1.27334404,1.018017888,1.259468913,0.91530323,1.307736278
5.25,5.25,1.183482289,1.523313999,1.253169537,0.82393378,1.056102395
9.25,10,0.993044913,1.14434576,1.172238708,1.074096799,1.06635654
3.375,1.5,1.268781662,1.148654342,1.014759064,0.803680718,1.120670199
7.5,6.5,1.024110436,1.170551658,1.146430969,1.095698714,1.090265274
10,5.125,0.929690719,0.868834972,1.138813138,0.948910058,1.262546659
3,0.25,1.195227504,0.342522085,0.936728954,0.770987749,1.14201653
3.875,1.875,1.401596069,0.825335205,1.074273229,0.81974411,1.119057059
2.875,9.125,0.753413796,1.070918322,0.983966172,1.050537586,0.762234569
9.125,1,1.198073506,0.820729733,0.93545109,0.898516238,1.320788741
8.75,1.125,1.27043438,0.87578392,0.944711626,0.955398142,1.299382687
7.625,5.125,0.992011189,1.178794503,1.122184634,1.096757054,1.27621901
2.875,5.5,1.09672749,1.049889445,1.145303249,0.792769611,1.009676576
10,2.25,0.90191853,0.96507901,1.215131998,0.932273924,1.315416932
2.125,2.875,1.097866654,1.574144125,1.032433271,0.888673544,1.240990758
2.5,0.625,1.243921041,0.957400084,0.893387735,0.793878555,1.073033571
4.625,7,1.056395411,1.332404852,1.213977814,0.982728541,0.849496901
8,9.75,0.945027828,0.257668763,1.282070518,1.068706155,1.158302307
0.375,5.125,1.051349759,1.463113546,1.158406734,0.884813964,0.935630143
4.5,5.375,1.134649515,1.059431434,1.24023819,0.774398804,1.009163976
7.375,3.875,1.062806845,0.689334869,1.222368956,0.976193607,1.206837296
10,4,0.928394794,0.771949947,1.244732141,0.976433098,1.318402886
3.75,5.75,0.997555614,0.766188085,1.211408019,0.749598145,0.958037853
4.25,3.75,1.234461546,0.962762296,1.035860896,0.891322672,0.998708069
0.25,8.125,0.781433403,0.752402484,1.200293779,0.748958468,0.757963717
8.75,5.75,0.905804098,0.872973621,1.100516796,0.97653091,1.28322649
9.375,2,1.091849208,1.042424083,1.096373916,0.94921279,1.248305559
5.375,10,0.882856607,0.961928546,1.22562623,1.040689707,0.731464446
7,4.875,1.095773935,1.201831102,1.241870403,1.04957962,1.339912295
3.625,5.625,1.011005044,0.737381876,1.24001193,0.805736959,0.984956026
6.375,9.25,1.054418683,0.829273045,1.294965506,1.110922217,1.013281941
6.375,8.875,1.017246127,0.98125118,1.328115702,1.147031426,1.07915628
6.125,2.125,1.3413167,0.870648086,1.328143716,0.789347649,1.136047125
9,6.625,0.91609925,1.259860992,1.043164015,1.046040416,1.181544542
2,7.75,0.702969968,0.89367193,1.058634758,0.840365112,0.855957568
6.875,7.125,0.990061104,1.165034771,1.224310994,0.898455679,1.08606863
10,6.875,0.861340106,1.122083783,1.252124429,1.056346059,1.190911651
0.75,5.75,1.038352966,0.817572355,1.205386281,0.750712514,0.91102618
6.625,7.25,0.932035565,0.715685725,1.238049388,0.975562274,1.049369812
8.125,9.125,0.969398558,0.647886038,1.120076776,1.047247648,1.055807829
9.125,6.75,0.895693123,0.692148805,1.118038177,1.115704179,1.183995962
7,1.875,1.264154077,1.171378851,1.311058402,0.883189976,1.206895351
3,7.875,0.865702212,0.595489681,0.995661676,0.902062595,0.912123382
0.125,0,1.091169953,0.821958363,1.201464057,0.688909113,0.90091747
2.75,4.875,0.989230275,1.034656525,1.042985201,0.715155363,1.024252057
0.25,0.75,1.154363632,1.108934999,1.113809943,0.851819396,0.928853333
1.875,5.875,0.984229267,1.021888614,1.201941848,0.680649996,0.968574405
6.25,9.75,1.09403038,0.764562249,1.250134826,1.041953564,0.97074163
5.25,7.875,1.002151847,0.949198544,1.258992553,1.123284101,0.887137413
3.75,8.75,0.814164519,0.436485589,1.077929497,1.167239904,0.955465138
5.5,8,1.018237114,0.771389902,1.380722165,1.118278861,0.969377697
4.25,9.25,0.860518575,0.465118945,1.132371783,1.173945904,0.828736842
3.75,2,1.410412312,0.426861197,1.078206062,0.785492182,1.103417993
6.125,7,0.863494575,1.147972465,1.27319169,1.077863455,0.989022017
4.75,4,1.170280218,1.090472817,1.161595345,0.880785227,1.012472034
10,4.625,0.912500262,0.452977389,1.183255553,1.009598374,1.371578336
2.75,8.5,0.828137457,0.864593148,0.86947304,0.948202252,0.837474406
3.5,1.625,1.327040315,1.038012028,1.057407737,0.831272781,1.091973662
1.375,6.5,0.959007442,0.874055088,1.150798917,0.665417194,0.884579837
0.125,4.875,1.082166076,1.449451566,1.087036729,0.968723178,0.915010989
9.25,4.5,0.925392985,1.273373604,1.126371861,0.987559021,1.392530203
6.25,5.125,1.137840152,1.055360794,1.242734551,0.959389925,1.139555097
5.625,7.875,1.059180617,1.284486532,1.26470685,1.048844337,0.915034533
0.5,0.25,1.170637012,0.491785169,1.087986827,0.829753458,1.027020812
4.5,8.875,0.963120818,0.35626936,1.170962572,1.10804534,0.94865495
4.375,9.125,0.885516584,0.518549621,1.116068363,1.180212736,0.876534104
9.375,0.75,1.12148118,0.845489085,0.9458884,0.97718823,1.253512025
0.125,1.375,1.09467268,1.044753075,1.113837242,0.882913828,0.967965484
5.25,6.375,0.954968154,0.998467863,1.253847003,0.953864872,0.93878758
5.625,5.125,1.167533398,1.136028528,1.348292828,0.855539382,1.026724577
8.5,8.625,1.00616169,0.914547503,1.182510734,1.153857231,0.974440634
1.875,7.875,0.73150593,0.889391899,1.020797014,0.863622844,0.863189995
0,6.125,1.004187703,0.835339248,1.250630379,0.753273845,1.006504536
3.125,5,1.04998076,1.137422681,1.100139022,0.70561403,1.060390711
0.125,2.625,1.065201759,0.770115793,1.093175888,0.900560558,1.081216931
1.625,0.5,1.054256916,1.380790472,0.908382416,0.967724025,1.048573971
8.5,3.375,1.045103192,1.371969938,1.245741725,0.965601563,1.267536402
0,6.625,0.878378987,0.666559279,1.169202089,0.71428293,0.98242569
1.375,6.875,0.862847745,1.338006139,1.15895462,0.77789712,0.798663735
6,2.5,1.26744628,1.15525651,1.37421906,0.824148059,1.220817804
6.375,0.625,1.20523417,1.188365579,1.269156933,1.066528916,1.349225879
9.625,8.125,1.014130354,1.111773014,1.282163501,1.027304053,1.075909376
2.125,3.375,1.171653032,1.319588065,1.042275786,0.864492834,1.152190447
0.75,3.75,1.169149637,1.001901269,1.031142473,0.867826104,1.07235682
7.75,2,1.191028595,0.890944123,1.22843945,0.917635739,1.265272737
6.625,1.75,1.269930959,1.262217879,1.300181627,0.873727262,1.266375303
8.375,8.125,0.974388599,0.847832143,1.143622637,1.119695306,1.084034204
4.25,5.625,1.126039743,1.15341413,1.117851615,0.747738898,0.984614849
0.25,8.5,0.757121742,0.955469549,1.182572603,0.808638215,0.675709546
10,1.25,1.127457857,1.142425537,1.063942313,0.923126996,1.338270068
