addresskey,name,goog_lat,goog_lng,place_id,vicinity,price_level,rating,types,user_ratings_total
115654071,Red Barn,51.4654113,0.1584924,ChIJIUfpLEmu2EcRF4IgSXLjiDM,"Barnehurst Rd, Barnehurst, Bexleyheath",1,4,"bar,restaurant,food,point_of_interest,establishment",238
115930068,The White Bear,51.521214,-0.101784,ChIJlS0nbFEbdkgR3NBWZI0N9dM,"57 St John St, London",,4.3,"bar,point_of_interest,establishment",106
116416072,Prince of Wales,51.4335227,0.0477922,ChIJG4eUnX-p2EcR0nhLTZ8G7P4,"154 Mottingham Rd, London",2,3.7,"bar,point_of_interest,establishment",64
116467084,The Beehive,51.459846,-0.1782293,ChIJ42CkrY8FdkgRQNocLApP9m8,"197 St John's Hill, London",2,4.3,"bar,point_of_interest,establishment",125
116646084,The Falcon,51.463821,-0.168039,ChIJ3_RcuJkFdkgRPLumZHb__1g,"2 St John's Hill, London",2,3.9,"bar,restaurant,food,point_of_interest,establishment",1067
117291065,The George,51.5767863,-0.4277803,ChIJHwp6F2RsdkgRUS9d3B11BNs,"Bury St, Ruislip",2,3.9,"meal_takeaway,bar,restaurant,food,point_of_interest,establishment",810
117623071,The Kings Arms,51.456972,0.142918,ChIJQUCnK1-u2EcRlc5u1QkUBZs,"156 Broadway, Bexleyheath",2,4.4,"bar,point_of_interest,establishment",307
117715065,The Orchard Beefeater,51.5729463,-0.4311608,ChIJZww6qF5sdkgRBhSkrtEOTD0,"Ickenham Rd, Ruislip",2,3.6,"bar,restaurant,food,point_of_interest,establishment",786
117734071,Golden Lion Bexleyheath,51.4580012,0.1359062,ChIJt5ijsPau2EcRH9o9uiRXhYc,"258 Broadway, Bexleyheath",,3.9,"bar,restaurant,food,point_of_interest,establishment",261
117753071,The Rose,51.4570956,0.1404772,ChIJ8zcj_vWu2EcR0EbgyAnUPsI,"179 Broadway, Bexleyheath",2,4.4,"bar,point_of_interest,establishment",222
117823071,Prince Albert,51.4554306,0.15282,ChIJbV91NEOu2EcRvdMDkBkOMTw,"2 Broadway, Bexleyheath",2,4.1,"bar,point_of_interest,establishment",117
118480053,The Kings Head,51.634646,-0.103323,ChIJfVrdIS8ZdkgR0SbFZjktnqs,"1 The Green, London",2,4.1,"bar,restaurant,food,point_of_interest,establishment",563
118699071,The Volunteer,51.4596105,0.1378532,ChIJv6yFVPau2EcR23EhxQ8f2cQ,"46 Church Rd, Bexleyheath",2,4.4,"bar,point_of_interest,establishment",133
119192068,The Shacklewell Arms,51.5523681,-0.0713533,ChIJqySmWoscdkgR2XYB09kd2so,"71 Shacklewell Ln, London",2,4.4,"bar,point_of_interest,establishment",720
119205071,Toby Carvery Bexley Heath,51.4591295,0.1264712,ChIJS4h1ae6u2EcRllqL-FRFMPI,"Crook Log, Bexleyheath",1,4.1,"bar,restaurant,food,point_of_interest,establishment",2040
120025068,William IV,51.5303527,-0.0925888,ChIJhSzzSaccdkgR73kqsOxoa84,"7 Shepherdess Walk, London",2,4,"bar,point_of_interest,establishment",139
120057068,The Eagle,51.5286095,-0.0916472,ChIJAZoLBaccdkgRA1kpVFjN_OM,"2 Shepherdess Walk, London",2,4.1,"bar,restaurant,food,point_of_interest,establishment",774
120806084,The Corner Pin,51.4332129,-0.1858566,ChIJIZ4Jof8FdkgR9-Ev1s1__yw,"10 Summerstown, London",,4.3,"night_club,bar,point_of_interest,establishment",96
124535053,The Gryphon,51.6428652,-0.0987063,ChIJq15rvdUYdkgRqpdXYWF2crY,"Vera Ave, London",2,3.9,"meal_takeaway,bar,restaurant,food,point_of_interest,establishment",495
124969071,Robin Hood & Little John,51.4542102,0.1360145,ChIJveDxYfSu2EcRHWwBXc4OGbU,"78 Lion Rd, Bexleyheath",2,4.4,"bar,restaurant,food,point_of_interest,establishment",164
125095053,The Hyde Arms,51.6225804,-0.0659959,ChIJmVa9dusedkgRpgeZrdJkyXY,"137 Victoria Rd, London",2,4,"bar,point_of_interest,establishment",51
125351057,Unicorn,51.5919444,0.0627778,ChIJCxaK0M6m2EcRi6w9WNQmp28,"225 Clayhall Ave, Ilford",1,4.3,"bar,point_of_interest,establishment",262
125365071,The Travellers Home,51.4634751,0.1510425,ChIJlWynQVCu2EcR0P8q8UYK_Rw,"Long Ln, Bexleyheath",1,4,"bar,restaurant,food,point_of_interest,establishment",552
125445068,The Narrowboat,51.5330694,-0.0968333,ChIJrxVvAl8bdkgR-3LeurKXPHM,"119 St Peter's St, London",2,4,"bar,restaurant,food,point_of_interest,establishment",1216
125525082,The Raven W6,51.49506,-0.2446275,ChIJB2t3uDcOdkgRMl0KpnXrRpU,"375 Goldhawk Rd, London",2,4.4,"bar,restaurant,food,point_of_interest,establishment",325
126688071,Jolly Millers,51.4582854,0.1516686,ChIJS3V4SFuu2EcRl6JroRDAkTc,"111 Mayplace Rd W, Bexleyheath",2,4.4,"bar,restaurant,food,point_of_interest,establishment",69
126777084,The Rose & Crown,51.4329617,-0.1543544,ChIJAYddTtgFdkgRTOj2cRJluPw,"140 Tooting Bec Rd, London",2,4.4,"bar,restaurant,food,point_of_interest,establishment",537
127093084,The Castle,51.4285726,-0.1676944,ChIJ3cD4TQoGdkgRo0OrhEv1YVo,"38 Tooting High St, London",2,4.2,"bar,restaurant,food,point_of_interest,establishment",1607
127127088,The Marquis,51.5097826,-0.1256542,ChIJI60zKMwEdkgRKo8uGu7x8sk,"51-52 Chandos Pl, London",2,4.3,"bar,restaurant,food,point_of_interest,establishment",569
127142088,The Guinea Grill,51.511089,-0.1450252,ChIJ5S5HvysFdkgRGwylZ3xn1W8,"30 Bruton Pl, London",3,4.5,"bar,restaurant,food,point_of_interest,establishment",676
127195088,The Blue Posts,51.5138443,-0.1349977,ChIJWxRvX9MEdkgRVvOhiUKte88,"22 Berwick St, London",2,3.9,"bar,point_of_interest,establishment",265
127623088,The Porcupine,51.5117749,-0.1281439,ChIJ17OLms0EdkgRVDjHDXMpd9o,"48 Charing Cross Rd, London",2,4.2,"bar,restaurant,food,point_of_interest,establishment",1187
128303053,K K McCools,51.5862897,-0.0889416,ChIJd52j0AgcdkgRIYFVPqDf8vQ,"265 W Green Rd, London",1,4.3,"bar,restaurant,food,point_of_interest,establishment",81
128388068,Marquis of Lansdowne,51.5519641,-0.0748152,ChIJF_vfioscdkgRZ1avAbpUBOU,"48 Stoke Newington Rd, London",2,3.6,"bar,point_of_interest,establishment",121
128466068,Loading Dalston,51.5544083,-0.0749972,ChIJ1busSoocdkgRK71iQUR-YnQ,"97 Stoke Newington Rd, London",2,4.6,"bar,point_of_interest,establishment",927
128598088,Bow Street Tavern,51.5129487,-0.1213276,ChIJjd8uDssEdkgR--0HGFBDxZI,"37 Bow St, London",2,4.3,"bar,point_of_interest,establishment",505
128622053,True Craft,51.5844629,-0.0757313,ChIJWerVoLsddkgRphDBE9gOAPk,"68 W Green Rd, London",2,4.7,"meal_delivery,meal_takeaway,bar,restaurant,food,point_of_interest,establishment",439
128726082,The Old City Arms,51.4892775,-0.2289433,ChIJHQtup7YPdkgRCcoJUyDna2A,"107 Hammersmith Bridge Rd, London",1,4.3,"bar,restaurant,food,point_of_interest,establishment",261
128772088,The Dog and Duck,51.5139824,-0.1319693,ChIJV9zF2NIEdkgRvmEXsIa4_ek,"18 Bateman St, London",2,4.2,"bar,restaurant,food,point_of_interest,establishment",877
128796051,The Railway Hotel,51.5548183,0.2192023,ChIJv6FJmR272EcRsj99ZToinso,"Station Ln, Hornchurch",2,4,"bar,restaurant,food,point_of_interest,establishment",354
129564058,The Lord Stanley,51.5314485,0.0266735,ChIJx9717cGn2EcR7kU-4KbUzpg,"15 St Mary's Rd, London",2,3.9,"bar,point_of_interest,establishment",73
129757000,O'Neill's Muswell Hill,51.5901519,-0.1442191,ChIJ68SDmC0adkgRKFwsuL0hiD8,"87 Muswell Hill Broadway, London",1,4.1,"bar,restaurant,food,point_of_interest,establishment",212
129916088,The St George's Tavern,51.4931515,-0.1447555,ChIJhdx4aR8FdkgRy3_8DS5GwoE,"14 Belgrave Rd, London",2,4.2,"bar,restaurant,food,point_of_interest,establishment",1582
130556088,Lowlander Grand Cafe,51.5147235,-0.1224696,ChIJ77_aTcsEdkgRcCamkQMzbTc,"36 Drury Ln, London",2,4.4,"night_club,bar,liquor_store,point_of_interest,store,establishment",1259
131103088,"The Red Lion, Mayfair",51.508303,-0.1364529,ChIJHcIvwNYEdkgRXysx6cndRvo,"2 Duke of York St, London",2,4.3,"bar,point_of_interest,establishment",549
131479088,Glassblower,51.5106049,-0.137125,ChIJZdKrO9QEdkgRcqxyifIR5AQ,"40-42 Glasshouse St, London",2,4,"bar,point_of_interest,establishment",1157
132434088,Coach & Horses,51.5148921,-0.1373707,ChIJY-4tLSsbdkgR88pwSGTTPE4,"1 Great Marlborough St, London",2,4,"bar,point_of_interest,establishment",506
132595088,Shakespeares Head,51.5136753,-0.1395373,ChIJ7WpSQNUEdkgRvE36EDPJZ-U,"29 Great Marlborough St, London",2,4,"bar,point_of_interest,establishment",2138
132822088,Duke Of York,51.514192,-0.145901,ChIJCyq5RSsFdkgRqMS5jf0nui0,"8 Dering St, London",2,4,"bar,point_of_interest,establishment",420
132914088,The Devereux,51.5128021,-0.1125065,ChIJJa2CjbQEdkgRFVqxsGTZcwk,"20 Devereux Ct, London",2,4.3,"bar,point_of_interest,establishment",120
133089075,The King's Arms,51.4899419,-0.1081759,ChIJBUDtIZcEdkgR0k-Xw7rA8wM,"98 Kennington Ln, London",1,4.4,"bar,point_of_interest,establishment",111
133480088,The Lyric,51.5113278,-0.1343722,ChIJycXEjdMEdkgRPubl3Z-XMGM,"37 Great Windmill St, London",2,4.2,"bar,restaurant,food,point_of_interest,establishment",1174
133535088,Jimi Loves Gloria,51.5145958,-0.1310813,ChIJCcfdd78FdkgR7WAaktRxtFc,"7 Greek St, London",,5,"bar,food,point_of_interest,establishment",1141
133650088,The Three Greyhounds,51.5134452,-0.130305,ChIJ99c2lNIEdkgR_4a7VmRrTwM,"Three Greyhounds, 25 Greek St, London",2,4.3,"bar,restaurant,food,point_of_interest,establishment",683
133661088,"The Coach & Horses, Soho",51.5132467,-0.1301405,ChIJc8GyH8-f2EcRyrWhWr2ubbc,"29 Greek St, London",2,4.2,"bar,point_of_interest,establishment",945
134451088,The White Swan,51.5111113,-0.1255749,ChIJkypeSMwEdkgRn8r2NlZeWYc,"14 New Row, London",2,4.2,"bar,restaurant,food,point_of_interest,establishment",818
134492088,The White Lion,51.5127773,-0.1239301,ChIJZX6hhcwEdkgRGxJGH3Oo1o4,"24 James St, London",2,4.3,"bar,restaurant,food,point_of_interest,establishment",1228
134770051,The Bell Inn,51.518981,0.1896774,ChIJSUJ_E6u62EcRhHDCU6DZCww,"32 Broadway, Rainham",,0,"bar,point_of_interest,establishment",0
135036071,The Royal Oak,51.4726971,0.1619682,ChIJIxo_M7Wv2EcRF4AsLrN5zk4,"270 Bexley Rd, Northumberland Heath, Erith",2,4,"bar,point_of_interest,establishment",141
135080071,The Duke,51.4714449,0.1610959,ChIJkaIIH0uu2EcRWRnEOSQ0vGI,"322 Bexley Rd, Northumberland Heath, Erith",,4.3,"bar,point_of_interest,establishment",89
135129081,Ballot Box,51.5491756,-0.3297673,ChIJhbZM5lcSdkgRHrtOrlWhMQo,"Horsenden Ln N, Middlesex",,3.7,"bar,point_of_interest,establishment",748
135148088,Sherlock Holmes,51.5073433,-0.1252644,ChIJnViY484EdkgRRuivNzAt-hI,"10 Northumberland St, London",2,4.1,"bar,point_of_interest,establishment",4561
135995071,The Brewers Arms,51.4720883,0.1601034,ChIJw2K8OUuu2EcRgx284npxY5A,"22 Brook St, Northumberland Heath, Erith",,4.1,"bar,point_of_interest,establishment",72
136020071,Duchess of Kent,51.4743826,0.1574221,ChIJN4APabOv2EcRLmx6YWE4aHs,"143 Brook St, Erith",,3.9,"furniture_store,home_goods_store,bar,food,point_of_interest,store,establishment",66
136370068,Hope & Anchor,51.5432434,-0.1034721,ChIJFUGXpWUbdkgR8Ex5YtnWpNE,"207 Upper St, London",2,4.1,"bar,point_of_interest,establishment",479
136415068,Famous Cock Tavern,51.5460192,-0.1034729,ChIJBZy_ImUbdkgRikjoTsqS6zY,"259 Upper St, London",2,4,"bar,restaurant,food,point_of_interest,establishment",937
136432068,King's Head Theatre Pub,51.5382694,-0.1026472,ChIJ-S8EqGcbdkgRBzv1xEAzpmY,"115 Upper St, London",2,4.3,"bar,point_of_interest,establishment",969
136593088,The Clachan,51.513504,-0.14032,ChIJAR2raNUEdkgREXYLnjncJ0A,"34 Kingly St, London",2,4.2,"bar,restaurant,food,point_of_interest,establishment",1557
137044068,The Hemingway,51.5372167,-0.0489556,ChIJZbNTaOAcdkgRoL9QHkQX-k8,"84 Victoria Park Rd, London",2,4.3,"bar,restaurant,food,point_of_interest,establishment",557
137615071,The Running Horses,51.4820252,0.17954,ChIJzbW10dCv2EcRi5tU-q00XVY,"23 Erith High St, Erith",,4.1,"bar,point_of_interest,establishment",115
138032088,The Sun Tavern,51.51403,-0.1226875,ChIJO29yW8sEdkgRYntt1mjVMyk,"66 Long Acre, London",2,4.1,"bar,restaurant,food,point_of_interest,establishment",508
138243081,Railway Hotel,51.5431512,-0.345057,ChIJ4TH2_u4SdkgRuhGu62dVfGk,"390 Oldfield Ln N, Greenford",1,3.7,"bar,point_of_interest,establishment",546
138463088,The Phoenix,51.498703,-0.1420328,ChIJjxCYtiAFdkgRwwbW_EkK5ws,"14 Palace St, London",2,4,"bar,restaurant,food,point_of_interest,establishment",1218
139098088,De Hems Dutch Cafe Bar,51.512109,-0.131246,ChIJLx-kWdIEdkgRKxb__pEYKio,"11 Macclesfield St, London",2,4.3,"bar,restaurant,food,point_of_interest,establishment",1895
139486088,Star & Garter,51.5136461,-0.1365726,ChIJH7ffv9QEdkgRFfKMAsqdB50,"62 Poland St, London",2,4.2,"bar,point_of_interest,establishment",260
139592088,Tom Cribb,51.5095939,-0.1317906,ChIJG90uh9EEdkgR1-JuXzCLYfs,"36 Panton St, London",2,4.1,"bar,point_of_interest,establishment",547
139664084,The Alexandra,51.4220383,-0.2081039,ChIJC0QsCrcIdkgRotDLmPbOU7c,"33 Wimbledon Hill Rd, London",2,4.3,"bar,restaurant,food,point_of_interest,establishment",1519
139668068,The Gun,51.5441753,-0.0470356,ChIJWfvGgeIcdkgRDKdIzz1uzvI,"235 Well St, London",2,4.5,"bar,point_of_interest,establishment",250
139742088,George IV,51.5147087,-0.1169266,ChIJ9w8NUrUEdkgRgd_35v8WHhM,"28 Portugal St, London",1,4.2,"bar,point_of_interest,establishment",109
139787088,Ye Old White Horse,51.514628,-0.117208,ChIJp5tqVLUEdkgRYrd2sRaG1hI,"2 St Clement's Ln, London",2,4.3,"bar,point_of_interest,establishment",184
140179081,The Belmullet,51.5286304,-0.3569252,ChIJaWIvSbwSdkgRine8-fdMv6I,"2A Ruislip Rd, Greenford",,4.2,"bar,point_of_interest,establishment",42
140697088,Buckingham Arms,51.4991813,-0.1368225,ChIJAcms1N4EdkgRFIKe6so6Nns,"62 Petty France, London",2,4.2,"bar,restaurant,food,point_of_interest,establishment",580
140717088,Adam & Eve,51.499484,-0.135677,ChIJcUSNUdkEdkgRKdEcw6AVPLc,"81 Petty France, London",2,4.1,"bar,point_of_interest,establishment",482
141346068,Central Station,51.533441,-0.12095,ChIJvU40Vj4bdkgRTd24XULHrKs,"37 Wharfdale Rd., London",,3.9,"night_club,lodging,bar,restaurant,food,point_of_interest,establishment",122
141686088,The King's Head,51.5086917,-0.1412778,ChIJ1Yix5ikFdkgR1GUx9kDQtck,"10 Stafford St, London",2,4.3,"bar,restaurant,food,point_of_interest,establishment",690
142085088,The Salisbury Pub,51.5109321,-0.1272228,ChIJVUIwx80EdkgRoJcAipJhY7E,"90 St Martin's Ln, London",2,4.2,"bar,point_of_interest,establishment",1657
142118088,"The Lamb & Flag, Covent Garden",51.51173,-0.125675,ChIJqfzVUcwEdkgR7cvsVYJ8daE,"33 Rose St, London",2,4.4,"bar,point_of_interest,establishment",2631
142163088,The Blue Posts,51.511127,-0.132611,ChIJ3V-yt9MEdkgRCK3JcjNfK7s,"28 Rupert St, London",2,4.3,"bar,point_of_interest,establishment",313
142209088,The White Horse,51.5118656,-0.1335052,ChIJ836IddMEdkgRsrznlJSDezY,"45 Rupert St, London",1,4.1,"bar,point_of_interest,establishment",730
142283088,Westminster Arms,51.5005674,-0.1297874,ChIJscbkONsEdkgRTDT-wHdnFTc,"9 & 10 Storey's Gate, London",2,3.9,"bar,point_of_interest,establishment",770
142784053,The Wheatsheaf,51.6598723,-0.0792093,ChIJE7oA-zgfdkgRyYFKQVvhOhU,"185 Baker St, Enfield",2,4.1,"bar,point_of_interest,establishment",104
142824088,"White Swan, Pimlico",51.4898426,-0.1314847,ChIJvRHgZuYEdkgRUitqnE18sHk,"14 Vauxhall Bridge Rd, London",2,4.2,"bar,restaurant,food,point_of_interest,establishment",883
142907088,Lyceum Tavern,51.5113067,-0.1197226,ChIJcXx0Uoms2EcRcyZAUURZbU4,"354 Strand, London",1,4.1,"bar,point_of_interest,establishment",797
142947068,The Eagle,51.5453337,-0.0414529,ChIJkSiMoRwddkgRePS2A-TL340,"103 Wick Rd, London",1,4.1,"bar,point_of_interest,establishment",69
143162088,"The Ship, Soho",51.5140734,-0.1342271,ChIJYwCQQ9MEdkgRwF0CEBLqHX0,"116 Wardour St, London",2,4.2,"bar,point_of_interest,establishment",1104
143872088,Coach & Horses,51.5125666,-0.1209423,ChIJjwoSBssEdkgRjlTSLnmZqWw,"42 Wellington St, London",2,4.4,"bar,point_of_interest,establishment",387
143900068,The Flying Horse,51.520437,-0.08503,ChIJX7NFfq4cdkgRrVACnM1KnmY,"52 Wilson St, London",2,4.1,"bar,restaurant,food,point_of_interest,establishment",657
143910071,The Corner Pin,51.4714975,0.1932081,ChIJQw4pJtWx2EcR2It-h6B569M,"Slade Green Rd, Erith",2,4.2,"bar,point_of_interest,establishment",67
144019088,The Old Shades,51.5064836,-0.1269595,ChIJH4dEsM8EdkgRandd6RPxN5o,"37 Whitehall, London",2,4.2,"bar,restaurant,food,point_of_interest,establishment",793
144059088,"The Clarence, Whitehall",51.506134,-0.126791,ChIJiaV7o88EdkgRvDTL3HQBHww,"53 Whitehall, London",2,4.2,"bar,restaurant,food,point_of_interest,establishment",1374
144266088,Colonies,51.498663,-0.139628,ChIJWaKqSd8EdkgRcxDiJKvC_ac,"25 Wilfred St, London",2,3.9,"bar,point_of_interest,establishment",517
144375088,The Albert,51.4977242,-0.1355783,ChIJJ7djmN4EdkgR9eq2pdZMi3o,"52 Victoria St, London",2,4.1,"bar,point_of_interest,establishment",2107
144509082,The Clarence,51.4883294,-0.2042831,ChIJE774XpEPdkgRoA4m7h4warM,"148 North End Rd, London",1,4.3,"bar,point_of_interest,establishment",103
144575088,Kings Arms,51.5062834,-0.1460799,ChIJRaHczygFdkgRVsk5LHQbTDw,"2 Shepherd Market, London",2,4.1,"bar,point_of_interest,establishment",541
145708071,The Ship,51.4849291,0.1734383,ChIJNcRFtsWv2EcRHKNITbEzcPo,"110 West St, Erith",2,4.3,"bar,point_of_interest,establishment",69
146177053,Pied Bull Enfield,51.6781794,-0.0592736,ChIJQ1U1sWQfdkgRISZdEOlUQCw,"5 Bull's Cross, London, Enfield",2,3.9,"bar,restaurant,food,point_of_interest,establishment",429
146836088,The George,51.5149489,-0.1352762,ChIJ24Iqq9QEdkgRRl1NubTsegw,"The George, 1 D'Arblay St, London",,4.1,"bar,point_of_interest,establishment",451
146856082,The White Horse,51.4743996,-0.2002237,ChIJyZxUsYIPdkgRe7g1tI9aSWw,"1-3 Parsons Green, London",2,4.3,"bar,restaurant,food,point_of_interest,establishment",1042
148195053,Plough,51.6832812,-0.1003717,ChIJ13uo36kYdkgRDgTk5iTbD2I,"Cattlegate Rd, Enfield",2,4.2,"bar,restaurant,food,point_of_interest,establishment",822
148454071,Jolly Fenman,51.451505,0.0909007,ChIJn69ph0qp2EcRwNhrkS6Y4L0,"64 Blackfen Rd, Sidcup",2,3.7,"bar,point_of_interest,establishment",370
149456053,The Moon Under Water,51.6588228,-0.0877871,ChIJLZKCmjYfdkgRzmR5pELhf9c,"115-117 Chase Side, Enfield",1,4,"bar,point_of_interest,establishment",724
149564053,The Cricketers,51.6564958,-0.0873733,ChIJjz4SRjEfdkgRQKaONVGqlE0,"Chase Side Pl, Enfield",2,4.3,"bar,restaurant,food,point_of_interest,establishment",435
150849068,The Adam & Eve,51.548857,-0.040387,ChIJWziIhgQddkgRO7CK6AIi4SY,"155 Homerton High St, London",2,4.2,"bar,point_of_interest,establishment",759
150918068,The Red Lion,51.5281153,-0.0802584,ChIJ28QakrwcdkgRF2xjV4bgxyw,"41 Hoxton St, London",,4,"bar,point_of_interest,establishment",399
151947084,The Windmill Inn,51.4017205,-0.1608232,ChIJ3671GUcGdkgRsqASFyZ3hkM,"40 Commonside W, Mitcham",,4.5,"bar,restaurant,food,point_of_interest,establishment",71
152077084,The Ravensbury,51.3977027,-0.1577918,ChIJ_dcOIKIHdkgRZ318cZFcfOs,"260 Croydon Rd, Mitcham",2,4.1,"night_club,bar,restaurant,food,point_of_interest,establishment",1039
152753068,The Crooked Billet,51.5622262,-0.0572805,ChIJM2sgPFccdkgRIUjfW5OFgF0,"84 Upper Clapton Rd, London",2,4.4,"bar,point_of_interest,establishment",797
152903071,Seven Stars,51.4179367,0.1198669,ChIJr6oYAT2s2EcR1EM3aJfe_as,"Foots Cray High St, Foots Cray, Sidcup",2,4.2,"bar,point_of_interest,establishment",149
153704071,Ye Olde Black Horse,51.437191,0.0983864,ChIJy8IIFKyu2EcRb8AFaoVNgNo,"43 Halfway St, Sidcup",1,3.7,"bar,point_of_interest,establishment",216
153820051,The Jobber's Rest,51.557769,0.272995,ChIJ3VXukTO62EcRBXuZA4FbDHk,"St. Marys Ln, Upminster",2,4.3,"restaurant,bar,food,point_of_interest,establishment",579
153884081,The Crown,51.5446784,-0.3705912,ChIJ60VXDc4SdkgRDTMMwy1N2fU,"Ealing Rd, Northolt",1,4.1,"bar,restaurant,food,point_of_interest,establishment",481
155049068,Bank of Friendship,51.5583436,-0.0987137,ChIJ970r64EbdkgRQA2Gtx5rhPY,"226 Blackstock Rd, London",2,4.4,"bar,point_of_interest,establishment",372
155458065,Swan & Bottle,51.5507644,-0.4848133,ChIJ0UDipmRudkgR2KoT1Kh0Zi0,"Oxford Rd, Uxbridge",2,4,"bar,point_of_interest,establishment",833
155465065,The Crown & Treaty,51.5499338,-0.4840658,ChIJh3LoTHtudkgR5GZaj57jTrM,"90 Oxford Rd, Uxbridge",,3.9,"bar,point_of_interest,establishment",150
155699068,Simmons Bar | Farringdon,51.5202108,-0.1008723,ChIJ__8I4lMbdkgRuu46WYu3TBU,"105 Charterhouse St, London",2,4.2,"bar,point_of_interest,establishment",179
155904068,The Horseshoe,51.5239077,-0.1068369,ChIJy0Xsw08bdkgR-lk4jMd7d58,"24 Clerkenwell Close, London",,4.3,"bar,point_of_interest,establishment",195
156064068,The Crown Tavern,51.523221,-0.105234,ChIJz2egLlAbdkgRM9xH3VwNEE8,"43 Clerkenwell Green, London",2,4.2,"bar,restaurant,food,point_of_interest,establishment",854
156132051,The Victoria,51.535291,0.0796911,ChIJc13R0BKm2EcRAZbR0P7pjQc,"Axe St, Barking",2,4,"bar,point_of_interest,establishment",63
156680051,The Tollgate,51.572514,0.1413473,ChIJ5-bTw0ek2EcR0hRDIlQ9XEY,"High Rd, Chadwell Heath, Dagenham, Romford",1,3.8,"bar,restaurant,food,point_of_interest,establishment",291
156683068,The Old Queens Head,51.5372059,-0.1003708,ChIJD7jeSWcbdkgRwyRdbn_qKIQ,"44 Essex Rd, London",2,4.2,"night_club,bar,restaurant,food,point_of_interest,establishment",1380
157227071,The Charcoal,51.4306619,0.0845098,ChIJAdcgeP2r2EcRULz2NDofY2o,"299 Main Rd, Sidcup",2,3.9,"bar,restaurant,food,point_of_interest,establishment",143
157277071,The Horse and Groom Harvester,51.4265022,0.0960657,ChIJCxTxngCs2EcR3dvJYZAZeL8,"136 Main Rd, Sidcup",2,3.8,"meal_takeaway,bar,restaurant,food,point_of_interest,establishment",731
157280051,The Plough,51.5621633,0.2665109,ChIJvXzVoc672EcRt3Z6p2kXWp8,"83 Front Ln, Upminster",1,4,"bar,point_of_interest,establishment",114
157444051,Golden Lion,51.5784896,0.1801639,ChIJI1Je1rek2EcR3CwHEASGrk4,"2 High St, Romford",2,4.2,"bar,point_of_interest,establishment",528
157564051,Admiral Vernon,51.5355464,0.1514087,ChIJ95G4yXKl2EcRLTE_B0PcLaw,"141 Broad St, Dagenham",2,4.1,"bar,point_of_interest,establishment",149
157638051,The Rising Sun - Pub and Function Room,51.5628091,0.2166994,ChIJA3HLRRm72EcRebkt_KVnYC0,"64 High St, Hornchurch",2,4,"bar,point_of_interest,establishment",133
157774051,The Crown,51.5655719,0.1886422,ChIJm7pXMi272EcRMS0lKY5jDts,"360 Hornchurch Rd, Hornchurch",2,4.2,"bar,point_of_interest,establishment",236
158411051,The Cherry Tree Public House,51.5526862,0.1348712,ChIJmXjd2A2l2EcRQJvKU0z99v0,"Wood Ln, Dagenham, Romford",,4.3,"bar,point_of_interest,establishment",87
158568051,Prince Albert,51.5742439,0.1762514,ChIJG_G7I8ak2EcR_gNcc-QrBos,"32 St Andrews Rd, Romford",2,4.1,"bar,point_of_interest,establishment",58
158641065,The General Eliott,51.5427682,-0.4884548,ChIJNzUwQ2ludkgRQI6PBhqO9jI,"The General Eliott, 1 St John's Rd, Uxbridge",1,4.3,"bar,point_of_interest,establishment",400
158642065,Pipemakers Arms,51.5415283,-0.48985,ChIJNzUwQ2ludkgRW5X_EJt5Ba8,"58 St John's Rd, Uxbridge",1,4.4,"bar,restaurant,food,point_of_interest,establishment",79
158699068,"The Old Red Lion, Islington",51.5314646,-0.1060009,ChIJr3WWTUMbdkgRg98ItwdwrLE,"418 St John St, London",2,4.1,"bar,point_of_interest,establishment",532
158717071,The White Cross Inn,51.4303975,0.1394776,ChIJ68lhpCqs2EcRuAtTJc7l6Xs,"146 N Cray Rd, Sidcup",2,3.9,"bar,point_of_interest,establishment",237
158742068,The Royal Oak,51.5696448,-0.1284962,ChIJafCChbobdkgRIWEyZaRag9M,London,1,4.2,"bar,point_of_interest,establishment",63
158816068,The Alwyne Castle,51.5465734,-0.0985023,ChIJPwdKtXwbdkgREdWbnslzsvM,"83 St Paul's Rd, London",2,3.9,"bar,restaurant,food,point_of_interest,establishment",873
158822068,The Hen & Chickens Theatre Bar,51.5460226,-0.102021,ChIJKylYzmQbdkgRRFvGMVFMWKg,"109 St Paul's Rd, London",1,4.3,"bar,restaurant,food,point_of_interest,establishment",365
158898051,The Bull,51.5794414,0.1829455,ChIJn92P3rWk2EcRoTVF9_OPa_g,"74-76 Market Pl, Romford",1,4.1,"bar,point_of_interest,establishment",368
158942068,Enkel Arms,51.5585736,-0.117684,ChIJ7YcWj58bdkgR5Mp5u0y1DQ0,"34 Seven Sisters Rd, London",1,4.2,"bar,point_of_interest,establishment",167
159021051,Good Intent,51.5406327,0.2028979,ChIJXZohLtu62EcRImh-kY7hOgU,"S End Rd, Hornchurch",1,4.1,"bar,point_of_interest,establishment",475
159105051,The New Inn Pub,51.5821308,0.2118831,ChIJA7Ic4kG72EcRz-OfzSDeiz4,"Squirrels Heath Ln, Romford, Gidea Park",2,4.3,"bar,point_of_interest,establishment",75
159196068,Rosemary Branch,51.5375863,-0.0869557,ChIJwQ6g7vcCdkgRTceIE35SzvU,"2 Shepperton Rd, London",2,4.5,"bar,point_of_interest,establishment",546
